assumed_danger_states_new,Max_Success,Max_Best,Max_Exp,Home_Plate_Control,Woman_Adv,OD_MST_Ratio,All_OCR,O_Avg_Edge,D_Avg_Edge,ScoreProb_p1,ScoreProb_p2,ScoreProb_p3,ScoreProb_p4,ScoreProb_p5,ScoreProb_p6,Exp_p1,Exp_p2,Exp_p3,Exp_p4,Exp_p5,Exp_p6
0,0.194440425711974,0.0282899126856399,0.0089917478790808,0.0071458294943909,0,1.7820972081294164,0.7142857142857143,21.997850604469676,12.343799487548598,0.47654625311822,0.216995188010601,0.178185599715191,0.0980361683666114,0,0,0,0,0.0032963971075617,0,-0.0060543578998204,-0.0023387168166952
0,0.292838758761433,0.0226777582425201,0.0464590437282442,-0.182216781170553,0,1.6726207800882222,0.7142857142857143,18.82579225858681,11.255266275953982,0.471938192683785,0.292797781328755,0.176243020981643,0.124269792753018,0,0,0,0,0,-0.0084824301035324,-0.0078973527075237,0.0409055303305308
1,0.240307853228292,0.0129460060311972,0.0221387408430806,-0.0535650218271596,0,1.7663404174000374,0.7142857142857143,17.39801108851147,9.849749752157315,0.444473632376084,0.349911447353492,0.155098901178343,0.128287028769442,0,0,0,0,0.0166509005724223,-0.0060007789340283,0.0212039674086581,0
0,0.32227559253273,0.008299043388894,0.0426561196546099,-0.457102735741816,-1,0.9631867710681116,0.5,9.672925432302142,10.04262695756867,0.409371248777326,0.319139034968982,0.263740244816971,0.161517986234728,0.0552367172076277,0,0,0.0043072763144017,0,0.0404777714864328,-0.0235644750500123,-0.0263544843577993
0,0.388699349730694,0.0121667305536479,0.0078093162254662,-0.317819769429333,1,1.6278934940157392,0.5,15.866157340762086,9.746434517422234,0.195321875550372,0.155725175759306,0.144067419478875,0.0821769704243676,0.0297535685887383,0,0,0.007245995840467,0.0029649246594256,0.0022294199517569,0,0.0067888551784322
0,0.925525264745863,0.0173381789848648,0.0504587475935062,-0.650163134688572,1,1.2970508364120772,0.75,20.575467984615116,15.863270279776623,0.220684870923157,0.155793881499928,0.0713995888937781,0.0682184658398552,0.0184567724924472,0,0,0,0.0075602001072724,0.0499927236224397,0.0106665484556131,0.0051574109325045
1,0.922765109436251,0.0189260436592064,0.0657075277664202,-0.476608181519966,1,1.3314166458345222,0.75,27.80627363543827,20.88472734844734,0.194622862763223,0.138873239013541,0.0807814615215938,0.0411471392513401,0.0332963482267892,0,0,0,0.0102835746416544,0.0626785009915908,-0.0062039904214002,-0.0147472051188543
0,0.372475601378092,0.0103098978250593,0.0337228998735786,-0.831852215499821,-1,2.1702139257644206,0.5,21.199276209293725,9.768288719199257,0.476247862281239,0.247942109684775,0.246166893336248,0.170622349403003,0.0982217253942293,0,0,0,0.0323351595624922,-4.124503558534e-4,-8.172486833431e-4,-0.0027376300123011
0,0.311492562663374,0.016372149248223,0.02427732359736,-0.383641141953974,0,2.2364423365727433,0.42857142857142855,25.682590698428783,11.483681147704576,0.404271237794449,0.226146232629448,0.20319288612165,0.111024750548468,0.0589982360057951,0,0,0.0034920567187058,0,-0.001169724926092,0.0191505405002325,-0.0011074048103435
0,0.466336305018545,0.0163148939256869,0.0362663363184773,-0.407199625515742,0,1.937435045732074,0.8571428571428571,28.45641883395398,14.687676315466623,0.473039359539877,0.227528090904768,0.102805200625378,0.0811209143725979,0.0432189091274306,0,0,0,-0.0088880997790616,-0.0049606413634146,0.0325602933132804,0.0293977694219137
0,0.306679913564809,5.614168310021e-4,0.0074851407115857,-0.817747247922586,-1,0.8156084878237395,0.6666666666666666,10.720816130851476,13.14456174856329,0.455959012457353,0.353060754349142,0.266551490712922,0.0502676454155136,0.0321552009494765,0,0,0.005884242326561,0,-1.1920038379e-4,-0.0032105477013735,-0.0065677303898324
1,0.661828330453,0.0284041295440425,0.0308158704698213,-0.403192755502532,1,1.6741118256025396,0.875,28.209982320706885,16.85071563875589,0.387225952190064,0.308583619978828,0.0821719143596928,0.0579305738053658,0.0366886051811768,0,0,0.0220222951831951,0,0.0260023651078325,-0.0021122999470557,-0.0010045247772967
1,0.920730858301788,0.0060457368447373,0.0546991423156716,-0.987048439571438,-1,1.7946192596511623,0.5,29.07530113166105,16.201375849110576,0.136852003773418,0.0748546928747239,0.0610745681270142,0.0119887163370478,0,0,0,0,0,-1.64055548422e-4,0.0536248614861814,-0.001631332314835
0,0.297835664612893,6.515314203359e-4,0.0025843236582805,-0.780854367683696,-1,0.9446688815518623,1,16.814650229538714,17.799517437174718,0.498413087989928,0.0140588832800066,0.0131215237878626,0,0,0,0,0,0,0.0020504121380005,0.0025796534286066,4.15236430930316e-5
0,0.750304389271268,9.191902181521e-4,0.0117700795239497,-0.824303119906189,-1,1.3060214967324482,0.6666666666666666,24.41113369360918,18.69121890771607,0.0281792100358322,0.0166111136245538,0.0079151898573548,0.0050515060025692,0.003132995262825,0,0,-2.312514317799e-4,-1.839865385857e-4,-1.713176072355e-4,0.0095337986360727,0
0,0.73488403887896,0.0010577577418327,0.0138327028676763,-0.813108789723179,-1,1.381335754352115,0.6666666666666666,24.64794052202848,17.843555011423742,0.036467746103557,0.0206258875071133,0.0099328125140708,0.0056931036812569,0.0031523685496434,0,0,-2.369367316031e-4,-1.370738863722e-4,-1.89369031251e-4,0.0120028085822139,0
0,0.147436519511465,0.0235613417314977,0.0017710048754908,-0.409010606894703,-2,2.0253188570643723,0.4,25.147096939022333,12.4163643918628,0.408830913453479,0.38598225309421,0.304771067042351,0.236454404302528,0.0924015604776791,0,0,0,-8.026402846767e-4,-0.0021899532458119,-0.0184919181879483,-0.0039395299315297
0,0.621872126361834,0.0216364056348145,0.0144938246068534,-0.734883674428316,1,1.6270613327155306,0.625,27.801194133082937,17.08675240083503,0.236869564499767,0.229644074122138,0.0410532211643002,0.024677557688523,0.0089052410326513,0,0,0.005186137827409,0,0.0136882311190694,-2.41572920735189e-6,-0.0060485767471509
0,0.621872126361834,0.0216364056348145,0.0144938246068534,-0.734883674428316,1,1.6270613327155306,0.625,27.801194133082937,17.08675240083503,0.236869564499767,0.229644074122138,0.0410532211643002,0.024677557688523,0.0089052410326513,0,0,0.005186137827409,0,0.0136882311190694,-2.41572920735189e-6,-0.0060485767471509
0,0.612697064295069,0.0175785134749594,0.0386781143545836,-0.135702819386933,0,2.014609752608863,0.7142857142857143,26.312485320090676,13.060834876837436,0.458498908330619,0.242935950838696,0.15584766123885,0.0506387242604412,0.0381958109766128,0,0,0.0291171840228788,0,0.0145115190724638,0.0335754684679765,-0.0154702916973071
0,0.745688857395777,0.027282858397442,0.070022249721588,-0.386034245511465,1,2.05771202593508,0.625,23.908939803192325,11.619186505131816,0.299205973020226,0.148542966426625,0.119195383502026,0.0746602198458277,0.0452561209753348,0,0,0,0.0238475954110329,0.0697630250739829,-8.115083236203e-4,-0.0083385349436742
1,0.696284682654129,0.0408103177717061,0.0504077894465498,-0.156678424966626,1,2.1352468024693674,0.75,20.932535575119807,9.8033330624412,0.486758636378235,0.443373672088618,0.209341249667606,0.128117005953896,0.0910288274157701,0,0,0.0465251177092777,0.011663459860507,0,-0.0114848555133202,-0.0101514468969594
0,0.785956495748311,0.0163814756225856,0.040993260147642,-0.572620549667695,0,2.9266848296615073,0.5714285714285714,25.388909926501885,8.67497233360734,0.462995184842136,0.364918226288092,0.184993620400353,0.0990041311016314,0.0764471629780714,0,0,0.0102520106421331,0,-0.011830986675552,0.0402486563750011,0.0018083993436978
0,0.870400722252206,0.0220551953419267,0.0235524900961086,-0.614517876684975,0,2.874312983313582,0.8571428571428571,27.202348577219396,9.463947988663303,0.467210063548504,0.429207845690362,0.174120046367022,0.0752514489512418,0.0544417759276985,0,0,0.019883926334717,0,-0.0158400012063867,0.0036564426116965,-0.0168594831435171
1,0.678403858938649,0.0231769407622819,0.0319663376308051,-0.562251730740314,1,2.144115373374911,0.875,33.677114818229775,15.706764307753105,0.427217629217349,0.131047877297318,0.0903550943027801,0.0316014281977627,0.0205581079764072,0,0,0,0.0160352319816515,0.0316604729553569,-0.0130958695794719,-0.0112394795952962
0,0.464760855688417,0.0162536374365007,0.0516760939405343,-0.0746795982589023,0,2.0098390590392694,0.8571428571428571,23.23891307562306,11.56257411313898,0.308152673384685,0.17585228115711,0.152088692343316,0.103041339368632,0.101646537942089,0,0,0.0223868109195761,0,0.0086994242653239,-0.0055880188919129,0.0416886848210979
0,0.565869322662963,0.0190027651366187,0.044813421953517,-0.0810733946929119,0,2.1012336531313216,0.5714285714285714,18.533266711504226,8.82018364967903,0.298798530542336,0.288142458195061,0.249297236390616,0.229049781888327,0.071261705182236,0,0,0,-0.0103931319343714,0.041845990592736,0.0222082615025146,0.0269358463287604
0,0.713205787528157,0.0140315617707018,0.0528835795662458,-0.404149705512891,1,2.1822697125356303,0.625,28.127461204650434,12.8890856355095,0.384593054945661,0.299747660207581,0.105039659127724,0.0706562064748364,0.0507708478214364,0,0,0.0293084435449412,0,0.0528835795662458,-0.0015631525668105,-0.0015126735553004
0,0.771373709214153,0.0342278525281132,0.0454605904507199,-0.465589853181294,1,1.8494187837484888,0.625,26.989616791935553,14.593566924432189,0.414975052411223,0.226319031567277,0.132638162949771,0.067625755110203,0.0563077813021888,0,0,0,0.0436914217930818,0.0041735238064499,-0.022495691643232,-0.0131442306588324
1,0.639310226523768,0.0349963009771464,0.0541680681820819,-0.372162285688986,1,1.8627751642299784,0.75,28.056533879010033,15.061685606382806,0.478602832109394,0.248900653531879,0.0860759308534863,0.0815006723785054,0.0267682201653507,0,0,1.71143691027654e-17,0.0482177351606421,0,-0.0056304540224771,-0.0060622825217372
0,0.892838306729655,0.0013634607243119,0.0195846650166904,-0.699874453753181,0,0.8878492719453851,0.7142857142857143,17.908555280685192,20.17071573584262,0.0269998467227616,0.0266230499329833,0.0123037970236643,0.0046148307109012,0.0035950066830485,0,0,-3.638060862467e-4,-3.180815562897e-4,0.0194361105132182,0,0.0182044300966053
1,0.492087105548523,0.0088406451913204,0.0454910494237922,-0.668590250850847,-1,1.1923332851643311,0.5,16.996633244392985,14.254934803778838,0.217550054140944,0.199004538214013,0.151062385009689,0.0957392344191396,0.071178880839897,0,0,0.0454248811031808,0,0.0446375476290268,-3.154964640095e-4,-0.0146212153773925
0,0.192783395571799,0.0265547459606592,5.665839945753e-4,-0.77572151900642,0,1.470026395053184,0.42857142857142855,22.77472089188686,15.49272922481293,0.228436682053883,0.103524351676639,0.0896257812360963,0.0264005346208275,0.0218825897400944,0,0,3.06523764435599e-18,0,-0.0024643986421174,-0.0031527562488887,-0.0035683339938556
0,0.298200437883481,0.0208480569929369,0.0061602474096414004,-0.820349951121318,0,1.261083128979744,0.42857142857142855,21.06009168448096,16.700002720295878,0.114365109362548,0.0876098705259612,0.0583453671238226,0.0268385808048232,0.0195965005977841,0,0,0,0.0061556767099158,1.943296665002e-4,-2.657883507703e-4,-7.150765986858e-4
0,0.177845036638646,0.0387257537219885,5.2765301799753e-9,-0.635068096190075,-1,1.9158354435872769,0.6666666666666666,18.641649057198492,9.73029762007807,0.437950075475089,0.435096148104082,0.381750147228678,0.312318366454354,0.0524040983944087,0,0,0,-0.0035174300278242,-0.0135514279470315,-0.012330005734077,-0.0148209876516928
0,0.719193916796517,0.0328899522142268,0.0174113584919365,-0.36246765816969,1,2.0160763244039543,0.75,25.474232735069425,12.635549768980493,0.483324867551916,0.38099403478724,0.142301587633621,0.117766252857489,0.0204018699613371,0,0,0.0171233706926626,0,-5.79553435555216e-5,-0.0133008716771633,-0.0175375162294976
1,0.317706195653631,0.011964206679989,0.0063154216821831,-0.600513324334642,-1,1.2046266855330032,0.8333333333333334,17.97908557021195,14.92502680384908,0.381723387883728,0.18933182559195,0.0753993121588539,0.0648624613362018,0.0638376257553307,0,0,0,0.0061456307961572,0.0044389548281986,-0.0013107515753877,-4.811195359716e-4
1,0.323314199735234,0.011409016744832,0.0072494824619433,-0.619415983136912,-1,1.1335302011733936,0.8333333333333334,17.564719334493738,15.495590074539972,0.368928777204359,0.183243980935627,0.0751099238126489,0.0687117194264739,0.0590361229234446,0,0,0,0.0072494824619433,0.006959730652002,0.0019625828257761,-9.54477153097e-4
0,0.380933926829534,0.0116599300113131,0.0601982422123783,-0.0525907640967735,0,1.372832412152422,0.42857142857142855,15.304460171807673,11.148090645537918,0.42125238108288,0.319439173179217,0.184515969855349,0.170559456008352,0.0422426053175261,0,0,0.0119090304461232,0,0.0245530279399348,0.0552748995704933,-0.0170710732418476
0,0.335051908499391,0.014961623811008,0.0289791406628015,-0.376404324436855,0,1.274928122794353,0.7142857142857143,14.077654669208608,11.041920260064218,0.398729149664789,0.241904139690118,0.169301641447405,0.16302919571359,0.0804956639708511,0,0,0,0.0147248708176083,0.0262715497442581,0.0239508590123006,0.0140963835335067
0,0.632085697176217,0.0106677376343135,0.0505184937300369,-0.194735426421769,0,1.2244669652170823,0.8571428571428571,14.6143076902709,11.935240480481207,0.365908159811071,0.206156147244241,0.15118656808552,0.143931606524384,0.0773340728916594,0,0,0,0.0485705884828527,-3.756887475595e-4,0.0225678167407739,0.0062298374886657
0,0.88721848466454,0.0181543422528673,0.0635619901594195,-0.523685862449864,1,1.2974977041051403,0.75,22.171131766663088,17.087607705598288,0.319732570850237,0.0762257250679363,0.0603922051965237,0.0418377047580645,0.0314869750422451,0,0,0,0.0144572375429306,0.0156525931071642,0.060651715064372,0.0119973881809164
0,0.794267187557425,0.0201640018466611,0.116199224900615,-0.293680917592918,0,1.8451151466320248,0.7142857142857143,34.17238193854786,18.52046036309675,0.294880397615253,0.123463240401748,0.0543134162490965,0.0477793083102566,0.0230209741938315,0,0,0,0.0044695563834472,0.0031367310456901,0.113440566682918,0.10989827882672
0,0.55768295552189,0.023120190122971,0.0278028636902759,-0.553008212839027,0,1.934399713771659,0.8571428571428571,30.434505558711507,15.733307517592024,0.457698585085628,0.375111992327874,0.101319637152765,0.0944310799940448,0.045098101060306,0,0,0.0248443212707763,-0.0011988582773067,0,2.290079729251e-4,-0.0037737964848221
0,0.283657171551103,0.0096929623179753,0.021969968511608,-0.133348950445923,0,1.8046221443444093,0.5714285714285714,21.666804765813993,12.006283328461096,0.4034539045107,0.255077379446755,0.167539173268272,0.155189645583195,0.101678797930102,0,0,-0.0125931372588786,0.0165439989573366,0,0.0170470690180416,-0.003518222696225
1,0.175560585039569,0.0231338531696279,0.0041957730647004,-0.237450601942211,0,1.902401947220765,0.5714285714285714,16.03693986329485,8.429837809366918,0.435038432211478,0.339599709030146,0.331665589427603,0.33101978810881,0.130318171911157,0,0,-0.0107053653798854,0.0017379110608441,-0.0249298497796587,0,-0.0112366083681357
0,0.162228582010391,0.0226472705578962,0.0077201435043489,-0.293703195071525,-1,1.6583805944486576,0.8333333333333334,17.32545746862577,10.447214304497916,0.461122513186,0.441509991038636,0.331081244245178,0.289453475821022,0.0889739996164094,0,0,0,0.0062457144000932,-0.019838140105601,-0.0098619433799314,-0.0114094508765464
0,0.358132712570637,0.0136509427178748,0.0084401109950857,-0.488071317124048,0,3.2539098772735797,0.7142857142857143,27.06668389810767,8.318203305860022,0.404677272299367,0.17886110603339,0.120729277251991,0.108117200024633,0.0591903115686903,0,0,0.0079591836354471,-0.0065620041756774,0,-0.0109746493728243,-0.0090089978625315
0,0.717073277498312,0.0170682917972267,0.0907656322464945,0.149485160705222,0,1.8208381405302292,1,23.057015811416544,12.662858547494135,0.356841291046644,0.318929825004057,0.296884034672464,0.0484090579206979,0.0482134817136279,0,0,0.0247116826447876,-0.0062636772470459,0,0.0656101841653098,0.0239167618564845
1,0.408321764985234,0.0030481424659345,0.0096056520055897,-0.923780491580274,-2,0.9268015132349204,0.8571428571428571,21.851330746706772,23.577141852559773,0.492887640431968,0.0094818290632603,0.0029104368618522,0,0,0,0,0,0,0,-1.241622731121e-4,-1.430158177722e-4
1,0.850023855755107,0.0017959036649005,0.027933430111658,-0.619755426029364,2,0.6828955796719138,0.6,17.645263384007126,25.83888944263559,0.0468515676264836,0.0230031898175127,0.0131774601573713,0,0,0,0,0,0,0.0090222289337173,0.0039645090879459,0
1,0.756926373979045,0.0058298815802516,0.0649103094542566,-0.529215204287061,2,1.1748462853440953,0.4,15.445941307925194,13.14720189407698,0.165493215896974,0.108984349146218,0.096875689058536,0,0,0,0,0,0,0.0626842979994421,0,0.0162350270781034
0,0.325541130916511,0.0321883090669782,0.048702312203094,-0.361257606562,-1,1.1878422634727788,0.6666666666666666,16.477471085139875,13.871766977684644,0.471278360699321,0.444217251839467,0.327153696232643,0.074577828663216,0.062574983959467,0,0,0,0.0467663747399914,0.0461182213557648,0.0388436765637289,0.045326982929724
0,0.776725993701999,0.0285501872520529,0.0086785680240235,-0.371025654551475,1,1.4859915013349374,0.625,20.433671914386434,13.750867280216534,0.450625906237384,0.0996464834964432,0.0506016969191082,0.0245208538729492,0.0080026107252703,0,0,0.0078591933987379,0.0066526234080537,0,-0.0012660714014225,-0.0058061332176268
0,0.629749718187638,0.0041032345171509,0.0260628044719624,-0.905758043600624,-2,3.492007397987017,0.4,32.03085528620506,9.172619538168616,0.414850398236305,0.354157719836698,0.295689043757254,0.245482583179437,0.046648731704759,0,0,0.0259125738146191,0,-5.50078949964891e-9,-6.84003977933534e-6,-4.62409169252659e-8
0,0.87578429257286206,0.0244676689921451,0.0878248630934998,-0.560242142195434,0,1.5642713624398956,1,21.485739069850244,13.735301678308256,0.339786236769722,0.135870357829102,0.126714253915273,0.0706664504661481,0.0152886219122104,0,0,0,0.0218013200577123,0.0702434624144135,0.0760537753060996,0.0723600198240839
0,0.896400963468693,0.0231078296326039,0.0799246748209633,-0.660570043105674,0,1.32089044523086,1,20.223801994145912,15.310733806247857,0.283323382707697,0.121792720161687,0.0787024011184743,0.0601934018658774,0.0139613420780718,0,0,0,0.0237330528052027,0.0354782943033607,0.0750523088808032,0.0606445092294439
1,0.364027322730248,0.0167003950961341,0.0295614184734295,-0.637990626887694,0,1.3721852309341265,0.5714285714285714,22.322194059657782,16.267624484240926,0.208725572383362,0.137959860138987,0.036319524909625,0.0258772395017471,0.0189749189337327,0,0,0.0023104590666627,0.0013590806432135,0,0.0200170880597136,0.0240185800049981
1,0.910909735199025,0.0234230448765304,0.0558746675714569,-0.351004944370822,1,2.5248870272157156,0.75,24.408001967705022,9.66696794930291,0.428359206226862,0.168811844236765,0.122186422952606,0.0736502146917764,0.0461073033892287,0,0,0.043427461275657,0.0140872052862251,0,-0.0015115509438559,-3.209097524442e-4
1,0.401533197481372,0.0220702012625246,0.0400265916213223,0.0293918856585526,0,1.2358938736516567,0.7142857142857143,14.766707381891822,11.94820016241451,0.355955444747559,0.339422313097483,0.246068371456427,0.18034358539035,0.103085515188918,0,0,0,0.0374808903896991,-0.0113414767080428,0.0347647571581744,0.0253139828288907
1,0.430071614843173,0.0215313234812864,0.0494659459786057,0.0141731919828557,0,1.1895234373605648,0.8571428571428571,14.409698828916342,12.113841876785584,0.338270819975678,0.320642540569273,0.25018666716754,0.219405488389718,0.0972485439334251,0,0,0,0.0217649699694186,0.0437546168516138,0.045920561875941,0.0494484119323228
1,0.556401997255135,0.029549363087632,0.0220285588067328,-0.11145968535275699,0,1.987623631829397,0.42857142857142855,17.4285405903019,8.768531582742742,0.396158857734339,0.265382518746925,0.161677632678523,0.130924724330281,0.0374675522249647,0,0,0,0.0206357389252125,0.0212807638482483,0.0216192807095022,0.0182994598448426
0,0.916552543696671,0.0212522842472523,0.069964164939091,-0.327784494527236,1,2.2141156252776204,0.875,27.57434733773087,12.4538876935451,0.477576429269945,0.361812629348472,0.0994263127043224,0.0605786150215864,0.0271607167172828,0,0,0.0247657873695813,0.05587803567806,0,0.0075423698490192,0.0068848063587554
0,0.375173816929584,0.0272377512775151,0.0227273345263908,-0.0393970768479751,1,1.7579033940484423,0.875,21.626839264399617,12.302632407229794,0.460442426237596,0.346849299312345,0.133196505265937,0.120807982567766,0.106349899888085,0,0,-0.0035615346021922,0,0.0138423733385461,0.0049133033135304,-0.0204488978117221
1,0.402601902051976,0.0345130637989438,0.0490719280996959,0.271699528988458,-1,1.2345080700438256,0.6666666666666666,16.658202610245716,13.493798067803915,0.481995314299495,0.420448945377668,0.353987567013162,0.330777371445143,0.166549785733053,0,0,0,0.0425625658496385,-0.0049365507302348,0.0366035249526084,-0.027469896810399
1,0.936562616254369,0.0033855155858842,0.0210434483600415,-0.737313967595969,0,0.4772700519447797,0.5714285714285714,17.258990114480323,36.16189627686338,0.0284344096648397,0.0088412442605184,0.0086746525254518,0.007638297825322,0.0038325000792665,0,0,0.0094770442314195,0,0.0069078618689573,0.0073235778599905,0.0203289398179338
1,0.835476962204394,0.0065379534484412,0.0203681223837456,-0.666340932858839,1,0.6603086639004486,0.5,19.246710441973892,29.14805074384973,0.0607892615028711,0.0229305711615989,0.0150203084845065,0.0085253388801657,0,0,0,0,0.0050208717168203,0,0.0152838031598688,0.0081354050662412
1,0.451345773899333,0.0154421661333827,0.0631634991594037,0.183981507317067,1,1.0190179009409908,0.8333333333333334,18.568038585081087,18.221503830241662,0.283989657273459,0.270969259721034,0.152279318892973,0.0826471071813734,0,0,0,0,7.24136769541e-4,0.0045319765290649,0,0.0498772005278681
1,0.730911847852272,0.0063620879409343,0.0345922745567119,-0.685001339883399,0,0.9055505307507488,0.8,13.913176164396956,15.36432887169996,0.488595882297219,0.0794627673553546,0.0610026780070658,0,0,0,0,0,0,0.029649602527625,0.0340763638682356,-8.97967358417228e-5
1,0.271739673678931,0.0258476211343644,0.0335688771310976,0.114987101182857,-1,0.9761004049408116,0.8333333333333334,14.73668653269352,15.09751093033008,0.432565098477002,0.308446934375854,0.131610041767952,0,0,0,0,0,0,0,0.0333670247147413,-0.0152932872261472
0,0.299772003786497,0.013272013692898,0.0151101759426985,-0.652497217630717,-2,0.9957997333496644,0.5714285714285714,10.215726106504473,10.258815868669576,0.238644175334249,0.109219147331206,0.0466689971544365,0,0,0,0,0,0,0,0.0151101759426985,-0.0041496323786199
1,0.256005017589352,0.0110127218527289,0.01002457238483,-0.624284181612979,-2,0.8793292546595608,0.5714285714285714,9.178363481737518,10.437914391112797,0.238273137773249,0.0932186726366839,0.0726940653170438,0,0,0,0,0,0,0,0.007608375771454,-3.874083283749e-4
0,0.416599788908995,0.0090109338567287,0.0512703606225098,-0.754126298922023,-2,0.8824778990884835,0.5714285714285714,13.363117120688798,15.142721573527949,0.208684031368843,0.0846187471324305,0.0333467078574413,0,0,0,0,0,0,0.0010306981557724,0,0.0498968836124859
0,0.416599788908995,0.0090109338567287,0.0512703606225098,-0.754126298922023,-2,0.8824778990884835,0.5714285714285714,13.363117120688798,15.142721573527949,0.208684031368843,0.0846187471324305,0.0333467078574413,0,0,0,0,0,0,0.0010306981557724,0,0.0498968836124859
1,0.953221179624771,0.0106136663586708,0.0195616396518139,-0.0325026708586421,2,1.9389344424376131,0.7142857142857143,21.755750799377864,11.220467450166446,0.0737991453604136,0.0317905897984342,0.0243553119103244,0.0149324946061666,0,0,0,0,0.0044809699667048,0.0043182459915571,0.0195381414972516,-0.0029165931778041
1,0.490415596784623,0.0050298192148801,0.0025612208320456,-0.696688231717801,1,1.3581515954353305,0.75,21.625227952572747,15.92254356969715,0.0383499268055639,0.0336298210507609,0.0091568816487918,0.0078655551982736,0.0061152142304551,0,0,0.0023958396491028,0,-8.329724327066e-4,6.431365310699e-4,7.971435045523e-4
1,0.52129619700908,0.0057901344764712,0.0027747715398376,-0.706301965176525,1,1.2860424426909238,0.625,21.13912501725167,16.43734632351637,0.037265152319329,0.0323557483350675,0.0119278682893145,0.0101701728908801,0.007627504351463,0,0,0.0027644797940667,0,0.0019443437120394,0.0019827349971107,9.092227738957e-4
0,0.226207642645226,0.0081885889136771,0.002730906580809,-0.46725792179457,-1,1.1372250588923465,1,12.44773358591155,10.945708141566636,0.132932408748235,0.0800684005583603,0.0536136681794553,0.0430078441018689,0.0363641042513232,0,0,0.0023292540552158,0,-0.0045395971349835,-3.141561301391e-4,6.00781987047742e-5
0,0.256450249289098,0.0271634918668463,0.0095086485981841,0.214003474598575,0,1.380650515447707,1,14.54692878513976,10.536286063980931,0.432416584315718,0.0643713935194047,0.0508698580363846,0.0361794287306286,0.0284599297254758,0,0,0,-5.207953312079e-4,-0.0010270821318619,0.0074909545076467,0.0062675860844907
1,0.342569111746695,1.451435801598e-4,2.020724209842e-4,-0.756974538120991,0,0.9296768904901076,0.7142857142857143,23.8269949119011,25.629329023484676,0.0241239013467487,0.0135681022573436,0.0088079738235802,0.0032706480521267,0.0030133804854915,0,0,-2.974585705791e-4,9.31630181391313e-6,1.46623056594838e-5,0,6.45903372521517e-7
