assumed_danger_states_new,Home_Plate_Control,Rink_Control,Max_Success,Max_Best,Max_Exp,All_Avg_Edge,O_Avg_Edge,D_Avg_Edge,All_Avg_Edges per Player,O_Avg_Edges_per_Player,D_Avg_Edges per Player,OD_MST_Ratio,All_OCR,distance_to_net,angle_to_attacking_net,woman_adv,split
1,-0.044040225,-0.095248935,0.165209382,0.011748309,0.008435182,8.95341352096579,17.39801108851145,9.849749752157315,1.75,1.5,1.6,1.7663404174000352,0.7142857142857143,8.381527307,107.3540246,1,0
0,-0.613356347,-0.386413074,0.072094877,1.36807e-4,-6.32815e-4,7.113561214762982,9.672925432302142,10.04262695756867,1.7142857142857142,1.3333333333333333,1.6,0.9631867710681116,0.5,30.10398645,41.63353934,1,1
0,-0.611307054,0.079162018,0.450548922,0.011911541,0.00636997,10.633625866933338,15.866157340762086,9.746434517422234,1.7777777777777777,1.6,1.5,1.6278934940157392,0.5,37.96379855,49.80795396,1,0
0,-0.345578298,0.29022391,0.820932824,0.017501508,0.021258986,11.587813769400787,20.575467984615116,15.863270279776623,1.7777777777777777,1.6,1.5,1.2970508364120772,0.75,56.57958996,56.16950192,1,1
0,-0.905887389,0.273200118,0.85669707,0.01321905,0.051723183,16.67445620390468,27.80627363543827,20.88472734844734,1.7777777777777777,1.6,1.5,1.3314166458345222,0.75,62.17113478,58.48306003,1,1
0,-0.834476092,-0.252407354,0.357835692,0.009982171,0.031046124,11.004418460796886,21.199276209293725,9.768288719199257,1.7142857142857142,1.3333333333333333,1.6,2.1702139257644206,0.5,25.16445906,159.0442233,1,0
0,-0.513271831,-0.112832693,0.360287237,0.015603316,0.044475321,12.36597092938855,25.682590698428783,11.483681147704576,1.75,1.5,1.6,2.2364423365727433,0.42857142857142855,21.86892773,-169.4608163,1,0
0,-0.670437426,-0.341686564,0.404148563,0.012471299,0.037388832,14.975332894423431,28.45641883395398,14.687676315466623,1.75,1.5,1.6,1.937435045732074,0.8571428571428571,43.60332556,130.8150839,1,0
0,-0.946785412,-0.181570653,0.632190284,0.001325196,0.022182366,9.305768296852555,10.72081612953939,13.14456174856329,1.7142857142857142,1.3333333333333333,1.6,0.8156084877239199,0.6666666666666666,42.40577791,142.1842674,1,0
0,-0.490632588,0.142149092,0.569830706,0.023959704,0.047082961,15.888726288892183,28.20998232081933,16.850715638518494,1.7777777777777777,1.6,1.6,1.6741118256327976,0.875,59.05294235,68.64901975,1,0
0,-0.983508873,-0.243842655,0.656746076,0.001333482,0.016056648,19.23200976012087,29.07530113166105,16.201375849349354,1.6,1,1.3333333333333333,1.7946192596247132,0.5,83.8465861,77.95296951,1,0
0,-0.840923241,-0.278999003,0.194835102,6.47488e-4,0.002236843,11.67059946694401,16.814650229538714,17.799517437174718,1.7142857142857142,1.3333333333333333,1.5,0.9446688815518623,1,65.23227729,94.83658345,1,0
0,-0.015954528,0.187413891,0.660668128,0.022136733,0.152673332,13.04664993687321,24.41113369360918,18.69121890771607,1.7142857142857142,1.3333333333333333,1.5,1.3060214967324482,0.6666666666666666,67.51481319,71.43086927,-1,1
0,-0.830136601,0.116644729,0.62278596,0.005358621,0.072185093,13.08882591806821,24.64794052202848,17.843555011423742,1.7142857142857142,1.3333333333333333,1.5,1.381335754352115,0.6666666666666666,63.08922253,71.99583839,1,0
0,-0.728854965,-0.220515604,0.108192381,0.018677923,3.27e-6,9.538438275089302,25.147096939022333,12.4163643918628,1.6666666666666667,1,1.6,2.0253188570643723,0.4,43.30415684,126.0760116,1,1
0,-0.764034456,-0.084980101,0.562760234,0.019371119,0.0082936180000000009,15.549762426269812,27.80119413223734,17.08675240083503,1.7777777777777777,1.6,1.6,1.627061332666042,0.625,60.63208721,130.6525431,1,1
0,-0.764034456,-0.084980101,0.562760234,0.019371119,0.0082936180000000009,15.549762426269812,27.80119413223734,17.08675240083503,1.7777777777777777,1.6,1.6,1.627061332666042,0.625,60.63208721,130.6525431,1,0
0,-0.524784565,0.112811043,0.413088762,0.020762254,0.041076003,13.005056535416324,26.312485320090676,13.060834876837436,1.75,1.5,1.6,2.014609752608863,0.7142857142857143,43.38490521,152.5490022,1,1
0,-0.48296000100000003,-0.145029442,0.667793996,0.032517774,0.070581727,12.951664095676978,23.9089398038899,11.619186505131816,1.7777777777777777,1.6,1.6,2.0577120259951163,0.625,55.24717187,115.1735245,1,1
0,-0.176458434,0.230305941,0.766166583,0.038627666,0.065996797,11.267586819020153,20.932535575119807,9.8033330624412,1.7777777777777777,1.6,1.6,2.1352468024693674,0.75,35.28809998,69.25391972,1,0
0,-0.59450216,0.080042853,0.851783494,0.021622474,0.018368114,12.053087551681129,25.38890992478512,8.674972332992374,1.75,1.5,1.6,2.926684829671081,0.5714285714285714,25.48038461,-15.9453959,1,0
0,-0.59978204,-0.01384076,0.753478446,0.020266882,0.034224318,12.37714683483733,27.202348576286052,9.463947989471064,1.75,1.5,1.6,2.8743129829696352,0.8571428571428571,31.75295262,-7.236922026,1,0
0,-0.71938593,0.148722943,0.650038684,0.026767041,0.03429883,16.704818521034724,33.67711481875924,15.706764306441224,1.7777777777777777,1.6,1.6,2.144115373587704,0.875,58.38878317,47.42927332,1,0
0,-0.289311614,0.178613274,0.415761153,0.023857601,0.057670116,12.063981535332768,23.23891307562306,11.56257411313898,1.75,1.5,1.6,2.0098390590392694,0.8571428571428571,29.60152023,142.5494218,1,0
0,-0.637463658,0.329430611,0.479329565,0.020450856,0.045717548,8.61505202844188,18.533266711504226,8.82018364967903,1.75,1.5,1.6,2.1012336531313216,0.5714285714285714,23.58495283,175.1354856,1,0
0,-0.633553485,0.223390908,0.793330622,0.013576559,0.042834274,14.841354394380463,28.127461204650434,12.8890856355095,1.7777777777777777,1.6,1.6,2.1822697125356303,0.625,56.97587209,100.6196553,1,0
0,-0.520767177,-0.110003078,0.55863128,0.035890023,0.031334883,14.454613518096496,26.9896167910352,14.593566924432189,1.7777777777777777,1.6,1.6,1.8494187836867937,0.625,57.76028047,110.7882457,1,1
0,-0.182073687,0.040778443,0.437488042,0.032094184,0.029889775,14.422508640394453,28.056533879010033,15.061685606382806,1.7777777777777777,1.6,1.6,1.8627751642299784,0.75,57.01973343,91.50743576,1,0
0,-0.830685254,0.056387238,0.75789426,0.004382801,0.057547109,13.27504786187241,17.908555280685192,20.17071573584262,1.75,1.5,1.5,0.8878492719453851,0.7142857142857143,65.38539592,74.475889,-1,0
0,-0.631989212,-0.117511835,0.481334512,0.017121257,0.054608022,11.282529396128472,16.996633244392985,14.254934804482197,1.7142857142857142,1.3333333333333333,1.5,1.1923332851055002,0.5,47.18315377,62.89187713,1,0
0,-0.964287313,-0.185196958,0.204845207,0.011478218,9.78986e-4,14.53236014041495,22.77472089188686,15.49272922481293,1.75,1.5,1.6,1.470026395053184,0.42857142857142855,54.81103903,136.1088121,1,0
0,-0.958973705,-0.127709769,0.270782027,0.008747461,0.005029693,13.524763669361077,21.060091683586975,16.700002720295878,1.75,1.5,1.6,1.261083128926212,0.42857142857142855,54.81103903,136.1088121,1,0
0,-0.34659789,-0.062555053,0.200235922,0.051198989,8.41e-10,9.74885756467366,18.641649057198492,9.73029762007807,1.7142857142857142,1.3333333333333333,1.6,1.9158354435872769,0.6666666666666666,46.47848965,139.7998361,1,1
0,-0.607804012,0.11965136,0.74070154,0.029646858,0.01667798,13.550035203445912,25.474232735069425,12.635549768980493,1.7777777777777777,1.6,1.6,2.0160763244039543,0.75,58.00215513,90.4939169,1,0
0,-0.883892167,-0.445574168,0.329418033,0.009151477,0.010110664,10.06699904044051,17.97908557021195,14.92502680384908,1.7142857142857142,1.3333333333333333,1.6,1.2046266855330032,0.8333333333333334,28.93527259,-170.0493733,1,1
0,-0.832202265,-0.456768554,0.367348895,0.010520125,0.018066984,10.201854389350087,17.564719334493738,15.495590074539972,1.7142857142857142,1.3333333333333333,1.6,1.1335302011733936,0.8333333333333334,31.64253466,-174.559668,1,0
0,0.614310964,-0.092470736,0.530937937,0.02996606,0.135560098,10.439134726114045,15.304460171807673,11.148090645537918,1.75,1.5,1.6,1.372832412152422,0.42857142857142855,30.10398645,138.3664607,1,1
0,-0.691069118,-0.203772086,0.316908106,0.010393971,0.021915669,8.793769085025762,14.077654669208608,11.041920260064218,1.75,1.5,1.6,1.274928122794353,0.7142857142857143,42.08622102,136.4441255,1,0
0,-0.724933917,0.156981477,0.512719735,0.009561957,0.026564032,9.050260857249782,14.6143076902709,11.935240480481207,1.75,1.5,1.6,1.2244669652170823,0.8571428571428571,44.20689991,133.6251652,1,1
1,-0.670667647,-0.164249469,0.671422478,0.021638857,0.037402957,13.236304749955224,22.171131766663088,17.087607705598288,1.7777777777777777,1.6,1.6,1.2974977041051403,0.75,63.73578273,109.7142945,1,0
1,-0.988641419,0.269716025,0.950914082,0.014748353,0.034927456,16.420822699479675,34.17238193854786,18.52046036309675,1.75,1.5,1.6,1.8451151466320248,0.7142857142857143,62.13895718,55.159056,1,0
1,-0.646422269,-0.201607586,0.483400385,0.020875777,0.014790524,14.000022331005145,30.434505558711507,15.733307517592024,1.75,1.5,1.6,1.9343997137716595,0.8571428571428571,24.82438317,-170.7273982,1,0
1,-0.376860155,-0.167115519,0.306246995,0.016444018,0.051929983,12.02174401336893,21.666804765813993,12.006283328461096,1.75,1.5,1.6,1.8046221443444093,0.5714285714285714,31.70567772,127.9542309,1,1
1,-0.228871644,-0.085867852,0.165701948,0.024272738,0.011998091,9.100034235381376,16.036939863294844,8.429837809366918,1.75,1.5,1.6,1.902401947220764,0.5714285714285714,10.30776406,129.0938589,1,0
0,-0.494682962,-0.406003309,0.203881653,0.016536128,0.013089761,7.814016317092907,17.32545746862577,10.447214304497916,1.7142857142857142,1.3333333333333333,1.6,1.6583805944486576,0.8333333333333334,38.91336531,27.55281158,1,0
0,-0.708136343,0.179068538,0.298468351,0.01755336,0.005020462,14.155758577227084,27.066683898107673,8.318203305860022,1.75,1.5,1.6,3.25390987727358,0.7142857142857143,17.95132307,-167.1249984,1,1
0,-0.017172667,0.217915359,0.851359842,0.016530397,0.129521793,12.030275314054109,23.057015811416544,12.662858547494135,1.75,1.5,1.6,1.8208381405302292,1,17.95132307,-167.1249984,1,0
0,-0.993251696,-0.253124501,0.496251255,0.001913894,0.003374845,15.6890397704686,21.851330746706772,23.577141852559773,1.75,1.3333333333333333,1.6,0.9268015132349204,0.8571428571428571,85.69859976,65.52837947,-1,0
0,-0.778363352,0.352366829,0.95168237,0.009063567,0.117078754,14.390629063073902,17.645263384007126,25.83888944263559,1.6666666666666667,1.5,1,0.6828955796719138,0.6,64.01757571,91.34262403,-1,1
0,-0.702485959,0.385054607,0.762630765,0.012724971,0.076044213,12.095316559726294,15.445941307925194,13.14720189407698,1.6666666666666667,1.5,1,1.1748462853440953,0.4,51.06123774,87.19362975,1,0
0,-0.670046769,-0.594620477,0.461688967,0.027851892,0.043806272,9.40119796966673,16.477471085139875,13.871766977684644,1.7142857142857142,1.3333333333333333,1.6,1.1878422634727788,0.6666666666666666,47.79382805,137.968234,1,0
0,0.322053581,0.195379885,0.738675492,0.029748106,0.006725388,11.88936320698591,20.433671914386434,13.750867280216577,1.7777777777777777,1.6,1.5,1.4859915013349327,0.625,60.75565817,103.807519,1,1
0,-0.951526728,-0.422510582,0.661092238,0.003053751,0.027889166,13.662147126636524,32.03085528620505,9.172619538168616,1.6666666666666667,1,1.6,3.4920073979870163,0.4,8.015609771,-93.57633437,1,0
0,-0.959344477,0.249761657,0.898682788,0.019144745,0.080687697,11.64846958845494,21.485739068501072,13.735301677540733,1.75,1.5,1.6,1.5642713624290805,1,73.67665845,119.6966525,1,0
0,-0.951400195,0.221004224,0.915544476,0.015287717,0.076367698,11.839896922984432,20.22380199648188,15.31073380591464,1.75,1.5,1.6,1.320890445412178,1,67.95770744,124.508523,1,1
0,-0.856696777,0.040241522,0.36449668,0.018777195,0.005172961,13.038429530118034,22.322194059657775,16.267624484240926,1.75,1.5,1.5,1.3721852309341258,0.5714285714285714,49.42924236,141.159163,1,0
0,-0.38259042,0.181480438,0.894177569,0.03429118,0.073656178,13.519913092833614,24.40800196770505,9.66696794930291,1.7777777777777777,1.6,1.6,2.5248870272157182,0.75,52.00240379,89.44909602,1,0
0,-0.525708843,0.194899922,0.403221959,0.021290687,0.036523088,9.272157057735196,14.766707381891834,11.94820016241451,1.75,1.5,1.6,1.2358938736516576,0.7142857142857143,25.57831112,175.515394,1,0
1,-0.074510338,0.162399634,0.533841091,0.02537376,0.072177658,8.681298746681046,14.409698828916342,12.113841876785584,1.75,1.5,1.6,1.1895234373605648,0.8571428571428571,30.56550343,176.2482709,1,0
1,-0.652867867,0.307135215,0.499693789,0.028783916,0.029693727,9.90009817951265,17.4285405903019,8.768531582742742,1.75,1.5,1.6,1.987623631829397,0.42857142857142855,38.93905494,155.7387091,1,0
1,-0.787417458,0.331028257,0.886778966,0.023659062,0.05612852,15.043918038671844,27.57434733773087,12.4538876935451,1.7777777777777777,1.6,1.6,2.2141156252776204,0.875,54.00231477,90.53050132,1,0
1,-0.478394123,0.154903605,0.473003704,0.020759012,0.034916988,13.014965616851557,21.626839264399617,12.302632407229794,1.7777777777777777,1.6,1.6,1.7579033940484423,0.875,40.77070026,123.4951847,1,1
0,-0.062624505,-0.067773011,0.329981434,0.034978868,0.038134425,10.569731020867897,16.658202610245716,13.49379806728799,1.7142857142857142,1.3333333333333333,1.6,1.2345080700910265,0.6666666666666666,31.004032,37.793943,1,0
0,-0.768194773,0.13152098,0.911366122,0.009238409,0.025922701,17.132559338721894,17.258990114480323,36.16189627686338,1.75,1.5,1.5,0.4772700519447797,0.5714285714285714,74.17715282,59.63236302,-1,0
0,-0.71599281,0.166646034,0.77001476,0.012566056,0.045471681,15.273591102285756,19.246710441973892,29.14805074384973,1.7142857142857142,1.5,1.3333333333333333,0.6603086639004486,0.5,65.3012251,52.77913719,1,0
0,-0.256327477,-0.01004775,0.257460422,0.019422801,0.011540626,12.480357695368951,18.568038585081055,18.2215038302417,1.7142857142857142,1.5,1.5,1.0190179009409872,0.8333333333333334,32.86715686,76.80938929,1,0
0,-0.940672264,0.105472417,0.671384322,0.032699935,0.073183056,11.165673138017551,13.913176164396956,15.36432887169996,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.9055505307507488,0.8,66.56763478,108.8432254,1,0
1,-0.446186753,-0.169961066,0.200133172,0.029829739,0.002397976,9.3782518196021325,14.73668653269352,15.09751093033008,1.7142857142857142,1.3333333333333333,1.6,0.9761004049408116,0.8333333333333334,34.7023054,126.2094568,-1,0
0,-0.558034005,-0.182984581,0.278872932,0.013856802,0.008805826,6.677113657179419,10.215726106504473,10.258815868669576,1.75,1.3333333333333333,1.6666666666666667,0.9957997333496644,0.5714285714285714,43.83206589,122.4210648,-1,1
1,-0.548708287,-0.200687312,0.265329379,0.013067307,0.00746041,6.642462830023276,9.178363481737518,10.437914391112797,1.75,1.3333333333333333,1.6666666666666667,0.8793292546595608,0.5714285714285714,41.0761488,121.5618118,-1,0
0,-0.922409234,-0.247795126,0.30320449,0.004752231,0.022920923,10.759720526647644,13.363117120688798,15.142721573527949,1.75,1.3333333333333333,1.6666666666666667,0.8824778990884835,0.5714285714285714,47.63664556,115.4892006,-1,0
0,-0.922409234,-0.247795126,0.30320449,0.004752231,0.022920923,10.759720526647644,13.363117120688798,15.142721573527949,1.75,1.3333333333333333,1.6666666666666667,0.8824778990884835,0.5714285714285714,44.94719124,117.1351396,-1,0
0,-0.770339682,0.166465117,0.900369154,0.002967678,0.006895053,12.67724942931537,21.75575081181845,11.220467450166446,1.75,1.6,1.3333333333333333,1.9389344435463536,0.7142857142857143,91.90348198,116.8438606,1,0
0,-0.914149446,0.100291457,0.540632983,0.008005793,0.004606745,13.956293613842597,21.625227951475427,15.92254356969715,1.7777777777777777,1.6,1.5,1.3581515953664145,0.75,75.73803536,57.67386001,-1,0
0,-0.925160104,0.126771396,0.537072705,0.018466987,0.005685234,13.725241762702693,21.139125017369523,16.43734632351637,1.7777777777777777,1.6,1.5,1.286042442698094,0.625,71.56290939,55.53271182,1,0
0,-0.80297737,-0.237578284,0.244518826,0.004531659,0.003515037,7.865827232776997,12.44773358591155,10.945708141566636,1.7142857142857142,1.3333333333333333,1.5,1.1372250588923465,1,44.44378472,162.992053,1,0
0,-0.705747878,-0.096747827,0.262942413,0.005715978,0.013033535,7.489820159891564,14.54692878513976,10.536286063980931,1.75,1.5,1.5,1.380650515447707,1,42.93308747,165.1545479,1,1
0,-0.795394285,-0.03892747,0.502673523,3.71544e-4,0.002209626,15.308492491713492,23.82699489901441,25.6293290135124,1.75,1.5,1.5,0.9296768903490312,0.7142857142857143,81.26038395,94.58797812,1,0
0,-0.788157875,0.062392813,0.805290763,0.002824165,0.041910996,15.308492491713492,23.82699489901441,25.6293290135124,1.75,1.5,1.5,0.9296768903490312,0.7142857142857143,65.01730539,88.67802434,-1,1
1,-0.020820784,-0.189061117,0.333968059,0.03934206,0.027219206,10.039204193555122,21.35492369363176,14.47050658971495,1.75,1.5,1.6,1.4757550857832424,0.5714285714285714,60.54130821,48.0127875,1,0
1,-0.429513918,0.090415709,0.642199206,0.004430001,0.008693343,15.15809038299706,28.911697430233655,18.39851756430066,1.7777777777777777,1.6,1.6,1.571414508217342,0.75,72.13355668,54.87783629,1,1
0,-0.724026769,0.180520964,0.393351563,0.009198634,0.007676409,15.519047850469454,26.401814900311155,20.87029544064181,1.7142857142857142,1.5,1.3333333333333333,1.2650427003010951,0.5,75.73803536,57.67386001,-1,0
0,-0.718862088,0.175902516,0.331510583,0.008913188,0.008529456,14.756995416804145,25.62306728505645,20.39154023081905,1.7142857142857142,1.5,1.3333333333333333,1.256553796085038,0.6666666666666666,73.51360418,57.49891946,1,1
0,-0.976557206,0.203355545,0.889762516,0.018389954,0.103000322,11.93774401559256,19.325858652592757,16.14954207015866,1.7777777777777777,1.6,1.6,1.1966815262398889,1,57.63028718,45.35150344,1,0
1,-0.183673028,0.15635335,0.453950802,0.040492495,0.031234461,11.561113130814617,19.35388486327735,16.416155549563026,1.7777777777777777,1.6,1.6,1.1789535500467725,1,52.11765536,61.95984702,1,1
1,-0.161921978,0.313298272,0.808816142,0.043692137,0.094076316,10.729299604841072,18.224199065641272,14.304441682847894,1.7777777777777777,1.6,1.6,1.27402379412637,0.75,32.7299557,124.4183645,1,0
0,-0.614798086,-0.324086123,0.339391368,0.002988581,0.014313654,7.490004855593897,13.712478889288972,10.887560287964227,1.75,1.5,1.5,1.2594629583312231,0.8571428571428571,42.68782028,166.452061,1,0
0,-0.613517537,-0.32618019,0.341308502,0.002960613,0.014451633,7.54483269155164,13.82680438284732,10.9175080362567,1.75,1.5,1.5,1.2664798905509334,0.8571428571428571,42.68782028,166.452061,1,0
0,-0.965478281,0.331112541,0.96902076,0.010659029,0.116836806,11.805779653582638,20.426533035613836,16.555530690586888,1.7777777777777777,1.6,1.5,1.2338192847679543,0.75,61.2147858,132.6829376,1,1
0,-0.294661942,0.130897083,0.252357475,0.040797486,7.52e-6,12.173934969139616,21.040978844688457,11.551392924698394,1.7777777777777777,1.6,1.6,1.8215100968213176,0.625,41.36725758,63.43494882,1,1
0,-0.100745684,0.01059524,0.240311748,0.031099642,0.016046254,9.85214225105478,17.1969837931692,8.91457214638128,1.7777777777777777,1.6,1.6,1.9290868379084265,0.625,35.59845502,60.55457127,1,0
1,-0.100745684,0.01059524,0.240311748,0.031099642,0.016046254,9.85214225105478,17.1969837931692,8.91457214638128,1.7777777777777777,1.6,1.6,1.9290868379084265,0.625,35.59845502,60.55457127,1,1
0,0.387497695,0.023565297,0.476702942,0.027245759,0.059276327,9.690732371464732,12.425492072308332,10.682349076992022,1.75,1.5,1.6,1.1631797447127754,0.42857142857142855,29.36409372,137.0700307,1,1
0,-0.754629289,-0.215509305,0.304064813,0.002751019,0.006463728,8.112087588249612,11.917237101775186,10.757261796557588,1.75,1.5,1.6,1.1078318374280711,0.7142857142857143,35.40127116,143.6156482,1,1
0,0.332658841,-0.03977472,0.300512133,0.023689968,0.042182146,8.130658505942273,11.818778869328623,10.724558945306748,1.75,1.5,1.6,1.102029363594549,0.7142857142857143,35.40127116,143.6156482,1,0
0,-0.725049243,0.218036241,0.839386519,0.014136365,0.042473219,15.08794258465511,23.081626674389497,15.63990354676548,1.7777777777777777,1.6,1.6,1.4758164336098512,0.625,62.45998719,109.1601731,1,1
0,-0.550598892,0.246641284,0.618412886,0.025309492,0.018189859,13.002859181222751,24.32614181092832,10.41667100578087,1.7777777777777777,1.6,1.6,2.335308641064713,0.75,49.21635907,110.8285558,1,0
0,0.187139123,0.1770348,0.279405815,0.025209175,0.036795894,9.255326982365297,16.572096703098985,6.496049749485138,1.7777777777777777,1.6,1.6,2.5511037233685676,0.625,29.39812919,48.44738685,1,0
0,-0.781084329,-0.304069241,0.325917841,0.008647414,0.044227821,16.141886932868022,40.32561471638133,21.16125621340231,1.6666666666666667,1,1.5,1.9056342548719496,0.4,28.93527259,-9.950626688,-2,1
0,-0.866159549,-0.294222602,0.153644491,0.006517116,0.001928282,15.760407852111062,39.82784723057458,20.85206627394355,1.6666666666666667,1,1.5,1.910019213795752,0.4,28.93527259,-9.950626688,-2,0
0,-0.804504736,-0.215359185,0.280142508,0.001644143,0.002466773,11.880662396625455,13.393967118139765,19.012020629587944,1.6,1,1.3333333333333333,0.7044999255521036,1,85.2129685,115.3621669,2,1
0,-0.733637789,0.161410464,0.527156754,0.00631014,0.036099374,11.880662396625455,13.393967118139765,19.012020629587944,1.6,1,1.3333333333333333,0.7044999255521036,1,74.17715282,120.367637,-2,0
0,-0.694740572,-0.143783505,0.288152816,0.012523777,0.006121109,6.113378533824889,11.672239725625282,10.918517522956458,1.7777777777777777,1.6,1.6,1.0690315513149202,0.75,31.89435687,-9.019322431,2,0
0,-0.649394791,-0.137735193,0.31612108,0.01256572,0.008278118,5.972541798080107,11.242234412126198,10.855665867225454,1.7777777777777777,1.6,1.6,1.0356098418677238,0.875,31.89435687,-9.019322431,2,0
0,-0.245674196,-0.063872341,0.513960255,0.023163226,0.072139011,10.244120011838849,19.598957369424657,12.096101417961096,1.7142857142857142,1.3333333333333333,1.6,1.620270589028199,0.6666666666666666,27.98660394,18.75865035,2,0
1,-0.545907642,0.087115516,0.41190302,0.015375998,0.029323616,11.331684148934931,19.588483269537953,12.643069642516648,1.7777777777777777,1.6,1.6,1.5493455168248838,0.75,45.70831434,30.21132239,2,0
1,-0.529935909,-0.222141749,0.494291872,0.024763951,0.024996805,13.698218828016037,28.031124276642338,13.979904064636935,1.75,1.5,1.6,2.0051013331020533,0.7142857142857143,20.57304061,-154.0577045,2,0
1,-0.265796824,0.23662447,0.46075087,0.021709648,0.040135095,11.16600953403736,20.41542686045547,11.886223673801403,1.7777777777777777,1.6,1.6,1.7175704766059048,0.875,31.75295262,-172.763078,2,0
1,-0.329097648,-0.010402078,0.199808761,0.021612948,0.012718855,12.519904059798222,21.028320459581455,10.87127332385518,1.7777777777777777,1.6,1.6,1.9343015149327856,0.875,34.47100231,23.96248897,2,0
1,0.309826502,0.234422557,0.465131549,0.028836469,0.081221102,10.195511164220452,17.74604694720747,9.279484561094684,1.7777777777777777,1.6,1.6,1.9123957618949905,0.875,20.22992832,140.0131138,2,0
0,-0.51884707,0.189418032,0.516618765,0.040608524,0.104891782,12.005340006116196,19.669003491229702,11.440922989345047,1.7777777777777777,1.6,1.6,1.719179782046211,0.5,50.62854926,34.9456644,2,0
1,-0.776035451,-0.010219473,0.505580708,0.006099324,0.00394178,10.749447179902706,15.111865466937957,14.9969556206675,1.7777777777777777,1.6,1.6,1.0076622115299254,0.5,40.11545837,10.04934859,2,0
1,-0.251162359,-0.19386433,0.224274057,0.04425685,0.003558525,14.565068126624968,24.97544602748596,13.21543593566794,1.7777777777777777,1.6,1.6,1.8898692520674416,0.875,40.26474885,28.15619145,2,1
1,-0.355877842,0.161030264,0.439420083,0.051839933,0.032696381,14.523758066757004,24.617174523414096,12.972791086850387,1.8,1.6666666666666667,1.6,1.8976004746092616,0.6666666666666666,54.45410912,76.72935612,2,1
1,-0.354058134,0.093495455,0.211708065,0.067528331,1.28248e-4,9.289597681423547,14.144526098307365,10.107681887372127,1.7777777777777777,1.6,1.6,1.3993837811594174,0.5,33.36540124,119.6383837,2,0
0,-0.389909456,-0.018072015,0.351330786,0.025579854,0.060198881,8.628629597771244,15.149555227305276,10.039618123086209,1.7777777777777777,1.6,1.6,1.5089772381350557,0.75,19.90602924,-168.4078246,2,0
0,-0.309623764,-0.228748988,0.370645945,0.044782509,0.051304444,9.957547842292588,16.7011529085244,12.663142996477044,1.7777777777777777,1.6,1.6,1.3188789633956397,0.875,31.75295262,-172.763078,2,1
0,-0.224213219,-0.140310322,0.383637875,0.033816949,0.040219105,12.177892824912432,19.89354687384712,16.660459084319022,1.7777777777777777,1.6,1.6,1.1940575450631556,1,47.59464256,148.3136323,2,1
